Station,Year,Season,L4_Chl-a,L4_Depth,L4_pH,L4_Sal,L4_DO,L4_COD,L4_DIP,L4_NO2-N,L4_NO3-N,L4_NH4-N,L4_DIN,L4_NO3/NO2,L4_NO3/NH4,L4_NO2/NH4,L4_Petro,L4_TN,L4_TP,L4_TN/TP,L4_Si,L4_SS,L4_COD_rate,L4_DIP_rate,L4_DIN_rate,L4_Petroleum_rate,L4_Max_rate,L4_N/P,L4_Si/N,L4_Si/P,L4_T,L4_Tr,L4_WindS,L4_WindD,L4_WaterC,L4_SeaC,L4_Weather
319977,2017,3,3.75,5,8.06,31.581,7.78,0.951,0.008,0,0.065,0.059,0.124,0,1.089,0,0.029,0.171,0.014,12.042,0.074,39,0.476,0.56,0.621,0.586,0.8,14.774,0.594,8.774,25.5,1.5,2,50,8,1,Sunny
320009,2017,3,6.765,17,8.11,31.488,8.245,0.981,0.011,0.003,0.058,0.071,0.132,21.332,0.821,0.038,0.042,0.41,0.015,26.537,0.088,29.75,0.491,0.73,0.662,0.842,0.842,12.09,0.664,8.023,24,2.6,2.1,55,7,1,Sunny
320037,2017,3,0.729,12,8.155,31.661,7.52,1.405,0.014,0.001,0.076,0.032,0.108,62.008,2.394,0.039,0.049,0.121,0.033,3.667,0.365,15.85,0.703,0.963,0.542,0.974,0.974,7.507,3.365,25.26,26.9,2.2,2.6,165,6,2,Sunny
320043,2017,3,0.245,9,8.14,31.125,7.75,1.5,0.007,0.001,0.07,0.037,0.109,51.765,1.887,0.036,0.025,0.136,0.03,4.533,0.365,24.4,0.75,0.473,0.545,0.496,0.847,15.382,3.347,51.481,29.9,1,3,166,10,2,Sunny
320143,2017,3,0.591,10,8.1,31.784,7.63,0.927,0.005,0.002,0.083,0.046,0.13,51.104,1.831,0.036,0.031,0.191,0.033,5.753,0.444,18.8,0.464,0.339,0.652,0.616,0.8,25.675,3.4,87.303,26.35,1.5,3.2,212,8,2,Sunny
320223,2017,3,0.472,12,8.11,31.643,7.9,1.028,0.008,0.002,0.092,0.052,0.146,39.913,1.773,0.044,0.02,0.184,0.039,4.717,0.457,14.35,0.514,0.562,0.731,0.396,1.03,17.354,3.126,54.243,23.8,1,2.3,149,7,2,Sunny
320277,2017,3,0.795,17,8.16,31.517,7.605,1.51,0.008,0.003,0.077,0.048,0.128,29.961,1.599,0.053,0.026,0.182,0.037,4.853,0.392,15.65,0.755,0.562,0.64,0.518,1.018,15.19,3.059,46.469,25.55,2.5,1.1,132,6,2,Sunny
320337,2017,3,0.598,8,8.09,31.963,7.98,0.903,0.006,0.002,0.07,0.05,0.122,36.789,1.404,0.038,0.022,0.152,0.035,4.406,0.378,17,0.452,0.383,0.608,0.444,0.987,21.148,3.109,65.739,27.6,0.8,2.6,230,10,2,Sunny
320343,2017,3,0.532,10.5,8.115,31.646,8.26,1.015,0.006,0.003,0.08,0.055,0.138,27.944,1.435,0.051,0.027,0.176,0.033,5.318,0.372,16.2,0.507,0.383,0.689,0.532,0.823,23.956,2.697,64.609,26.8,1,3.2,190,9,2,Sunny
320403,2017,3,3.375,15,8.09,31.712,7.95,1.01,0.009,0.001,0.05,0.042,0.094,40.32,1.193,0.03,0.028,0.171,0.015,11.593,0.123,21.25,0.505,0.57,0.47,0.55,0.766,10.989,1.31,14.394,24.75,1.2,2.5,40,8,1,Sunny
320457,2017,3,3.853,26,8.13,31.52,8.113,0.93,0.012,0.002,0.05,0.041,0.092,28.428,1.23,0.043,0.038,0.24,0.015,15.942,0.112,18.667,0.465,0.784,0.462,0.754,0.83,7.86,1.215,9.549,24,4,2.5,40,7,2,Sunny
320463,2017,3,4.085,17,8.12,31.737,7.755,0.899,0.016,0.004,0.06,0.047,0.112,14.091,1.282,0.091,0.039,0.27,0.018,15.126,0.133,42,0.45,1.023,0.559,0.788,1.023,6.928,1.184,8.204,24.25,3.8,2,35,7,1,Sunny
320523,2017,3,3.49,24,8.085,31.556,7.615,0.853,0.017,0.005,0.063,0.039,0.107,13.337,1.618,0.121,0.034,0.431,0.02,21.579,0.133,64.5,0.427,1.067,0.533,0.678,1.067,6.107,1.243,7.593,23.75,3.5,2.5,35,7,1,Sunny
320583,2017,3,3.105,20,8.17,31.484,8.145,0.867,0.016,0.005,0.062,0.04,0.107,12.423,1.552,0.125,0.028,0.443,0.019,23.69,0.121,50.5,0.434,1.02,0.537,0.55,1.02,6.696,1.126,7.539,24.25,3.5,3,35,7,1,Sunny
321475,2017,3,3.205,11,8.125,31.861,8.005,0.835,0.007,0.003,0.056,0.037,0.097,17.949,1.495,0.083,0.02,0.268,0.014,18.547,0.088,49.25,0.418,0.488,0.483,0.398,0.904,13.193,0.907,11.967,24.25,1.2,2.2,50,8,1,Sunny
321489,2017,3,2.83,33,8.123,31.483,8.043,0.935,0.004,0.004,0.062,0.098,0.163,17.217,0.633,0.037,0.038,0.33,0.016,20.776,0.11,30.667,0.468,0.26,0.816,0.766,0.944,41.836,0.676,28.282,22.83,2,2,50,7,1,Sunny
321501,2017,3,8.87,8,8.1,32.095,8.47,0.759,0.018,0.004,0.09,0.051,0.145,25.339,1.749,0.069,0.021,0.238,0.019,12.727,0.156,60,0.38,1.082,0.723,0.414,1.082,8.075,1.079,8.715,25,1.2,2.2,45,9,1,Sunny
321505,2017,3,3.88,9,8.11,31.804,8.34,0.711,0.014,0.002,0.055,0.034,0.091,33.659,1.628,0.048,0.029,0.376,0.025,15.223,0.12,17,0.356,0.933,0.454,0.58,0.933,6.481,1.322,8.571,25.5,1.5,2.5,45,9,1,Sunny
321555,2017,3,3.103,34,8.12,31.601,8.137,0.86,0,0.004,0.066,0.048,0.119,15.11,1.37,0.091,0.035,0.278,0.019,14.675,0.15,34.333,0.43,0,0.596,0.7,0.972,,1.262,,24.33,2,2.1,35,8,1,Sunny
321561,2017,3,1.72,22,8.135,31.404,8.17,0.839,0.003,0.002,0.06,0.07,0.132,24.917,0.865,0.035,0.042,0.208,0.011,19.484,0.12,14.5,0.42,0.232,0.662,0.832,0.832,38.066,0.902,34.339,23.75,1.5,2,35,9,1,Sunny
164589,2017,4,1.77,10,8.03,31.273,8.595,0.88,0.016,0.061,0.192,0.076,0.328,3.165,2.505,0.791,0.015,0.442,0.034,12.928,0.306,17.25,0.44,1.027,2.285,0.308,2.285,20.212,0.93,18.8,21.2,1.8,2.2,230,7,1,Sunny
165431,2017,4,1.75,7.2,7.99,30.797,8.5,0.856,0.018,0.06,0.202,0.075,0.337,3.389,2.686,0.793,0.02,0.432,0.026,16.744,0.29,16,0.428,1.088,2.368,0.39,2.368,18.608,0.861,16.022,20.5,2.5,4.7,196,7,2,Sunny
165489,2017,4,1.17,8.9,8.14,30.604,8.31,0.84,0.013,0.058,0.187,0.087,0.331,3.241,2.157,0.666,0.015,0.411,0.04,10.224,0.286,13,0.42,0.86,2.314,0.308,2.314,25.69,0.863,22.171,20.4,2.5,4.7,195,7,2,Sunny
165493,2017,4,1.75,6.4,8.01,29.858,8.33,0.904,0.018,0.083,0.206,0.105,0.394,2.47,1.962,0.794,0.025,0.515,0.04,13.038,0.277,17,0.452,1.075,2.944,0.506,2.944,22.282,0.702,15.65,20.5,2.5,4.7,195,7,2,Sunny
165603,2017,4,0.527,0.6,8.07,31.152,8.38,1.49,0.017,0.007,0.129,0.083,0.219,19.846,1.552,0.078,0.037,0.24,0.085,2.827,0.353,12.2,0.745,1.035,1.186,0.738,1.186,13.248,1.615,21.394,18.3,0.4,2.2,298,14,2,Sunny
165605,2017,4,0.539,0.6,8.08,32.041,8.2,1.55,0.018,0.007,0.123,0.086,0.216,17.472,1.429,0.082,0.036,0.258,0.07,3.712,0.26,17.1,0.775,1.078,1.161,0.728,1.161,12.143,1.203,14.607,18.3,0.4,2.2,222,14,2,Sunny
165609,2017,4,1.525,20,8.16,31.481,8.2,0.86,0.011,0.034,0.145,0.071,0.249,4.281,2.041,0.477,0.022,0.394,0.029,13.616,0.226,13.75,0.43,0.717,1.491,0.442,1.491,23.167,0.905,20.977,20.5,2.5,5,196,7,2,Sunny
165663,2017,4,0.52,0.6,8.07,31.702,8.3,1.51,0.009,0.004,0.122,0.081,0.208,27.263,1.505,0.055,0.031,0.235,0.051,4.594,0.392,16.8,0.755,0.604,1.075,0.628,1.075,22.893,1.889,43.243,18.3,0.4,1.5,320,14,2,Sunny
165729,2017,4,1.575,20,8.085,31.423,8.55,0.932,0.015,0.015,0.065,0.097,0.177,4.41,0.67,0.152,0.019,0.333,0.024,14.021,0.155,7.75,0.466,0.983,0.884,0.38,0.983,11.99,0.874,10.475,20.55,2.5,5,196,7,2,Sunny
165791,2017,4,2.395,20,8.14,31.417,8.095,0.844,0.012,0.025,0.088,0.091,0.204,3.606,0.972,0.27,0.016,0.373,0.018,20.927,0.254,11.5,0.422,0.805,1.038,0.324,1.038,16.881,1.244,21.002,20.65,2.5,5,196,7,2,Sunny
165855,2017,4,1.845,22,8.175,31.544,8.18,0.862,0.015,0.01,0.124,0.139,0.273,12.672,0.89,0.07,0.019,0.326,0.027,12.007,0.235,27.25,0.431,0.993,1.731,0.382,1.731,18.328,0.861,15.772,21.35,1.2,3,225,7,2,Sunny
165971,2017,4,1.68,19.7,8.05,31.177,8.625,0.868,0.013,0.012,0.067,0.054,0.133,5.611,1.235,0.22,0.016,0.318,0.033,9.725,0.148,9,0.434,0.84,0.667,0.324,0.84,10.579,1.107,11.706,20.7,2.5,5,196,7,2,Sunny
166093,2017,4,2.48,20,8.09,31.241,8.115,0.866,0.01,0.006,0.096,0.042,0.144,15.154,2.305,0.152,0.011,0.269,0.029,9.406,0.187,22,0.433,0.662,0.72,0.228,0.72,14.507,1.299,18.841,20.85,1.3,3,220,7,2,Sunny
166097,2017,4,1.22,9.5,8.07,31.108,8.05,0.872,0.011,0.011,0.166,0.058,0.235,14.561,2.882,0.198,0.015,0.257,0.029,8.955,0.221,16,0.436,0.76,1.35,0.29,1.35,20.614,0.94,19.386,21.5,1.2,5,239,7,2,Sunny
166217,2017,4,2.63,23,8.095,31.205,7.855,0.894,0.014,0.007,0.109,0.047,0.163,15.412,2.289,0.149,0.017,0.172,0.026,6.603,0.175,13.75,0.447,0.953,0.815,0.338,0.953,11.398,1.074,12.242,21.05,1.5,4.5,230,7,2,Sunny
166273,2017,4,2.53,23,8.125,31.333,8.15,0.866,0.016,0.006,0.105,0.029,0.139,18.767,3.652,0.195,0.015,0.417,0.03,13.678,0.189,16.75,0.433,1.026,0.697,0.298,1.026,8.586,1.353,11.614,21.05,1.5,4,220,7,2,Sunny
166397,2017,4,2.47,24,8.11,30.2,7.93,0.86,0.005,0.007,0.105,0.062,0.174,14.781,1.687,0.114,0.01,0.221,0.025,8.664,0.184,15.75,0.43,0.359,0.868,0.198,0.868,32.193,1.06,34.137,21.15,1.5,5,230,7,2,Sunny
166453,2017,4,2.047,32,8.1,31.051,8.44,0.865,0.019,0.005,0.089,0.042,0.135,19.192,2.103,0.11,0.021,0.195,0.032,6.162,0.142,19.667,0.433,1.109,0.677,0.426,1.109,7.231,1.048,7.58,20.93,1.2,1.2,305,7,1,Sunny
166555,2017,4,0.034,1.8,8.02,33.417,7.27,0.914,0.026,0.03,0.086,0.124,0.239,2.872,0.69,0.24,0.008,0.369,0.041,9.066,0.672,8,0.457,1.355,1.394,0.156,1.394,9.172,2.807,25.747,19.4,1.1,2.8,46,10,1,Cloudy
166561,2017,4,0,5,8.02,33.056,7.56,0.922,0.026,0.014,0.107,0.162,0.283,7.81,0.66,0.085,0.016,0.32,0.038,8.421,0.907,6.56,0.461,1.358,1.827,0.314,1.827,10.79,3.208,34.618,18.4,0.8,0.5,23,12,1,Cloudy
166613,2017,4,0.654,2.2,8.05,33.055,7.22,0.955,0.01,0.008,0.112,0.076,0.197,13.365,1.468,0.11,0.012,0.366,0.027,13.556,0.289,5.89,0.478,0.68,0.983,0.238,0.983,19.282,1.469,28.333,19.5,1.1,2.9,75,10,1,Cloudy
166619,2017,4,0.711,4.6,8.04,33.128,7.45,1.33,0.025,0.014,0.115,0.125,0.254,8.456,0.92,0.109,0.019,0.257,0.029,8.801,0.582,7,0.665,1.325,1.536,0.372,1.536,10.063,2.295,23.095,18.4,0.8,0.8,17,12,1,Cloudy
295153,2017,4,1.41,19,8.105,31.399,8.48,0.83,0.012,0.071,0.206,0.126,0.403,2.876,1.635,0.569,0.011,0.526,0.041,12.721,0.321,22,0.415,0.78,3.026,0.21,3.026,34.41,0.797,27.436,21.25,2,2.1,232,7,1,Sunny
295167,2017,4,1.42,16,8.08,31.501,8.625,0.886,0.018,0.071,0.206,0.093,0.371,2.887,2.21,0.766,0.02,0.546,0.04,13.553,0.309,17.25,0.443,1.097,2.706,0.398,2.706,20.193,0.833,16.812,21.65,1.6,2.3,224,7,1,Sunny
295191,2017,4,1.42,16,8.095,31.176,8.125,0.907,0.024,0.065,0.195,0.081,0.341,3.002,2.394,0.797,0.014,0.84,0.047,17.853,0.28,24.75,0.454,1.293,2.414,0.286,2.414,14.078,0.82,11.546,21.75,2,1.7,289,7,1,Sunny
295197,2017,4,1.895,21,8.095,31.43,8.57,0.842,0.02,0.069,0.188,0.091,0.348,2.741,2.058,0.751,0.019,0.546,0.04,13.758,0.357,19.5,0.421,1.16,2.48,0.382,2.48,17.183,1.026,17.63,21.1,1.8,1.9,235,7,1,Sunny
295207,2017,4,1.3,15.5,8.005,31.281,7.98,0.958,0.012,0.064,0.196,0.078,0.338,3.041,2.519,0.828,0.013,0.616,0.046,13.323,0.44,18.25,0.479,0.807,2.383,0.254,2.383,27.955,1.299,36.322,21.75,1.5,2.5,210,7,1,Sunny
296151,2017,4,1.465,23,8.085,31.355,8.575,0.926,0.013,0.018,0.048,0.04,0.105,2.646,1.193,0.451,0.022,0.345,0.024,14.681,0.138,17,0.463,0.873,0.526,0.436,0.873,8.034,1.311,10.534,21.75,1.5,1.5,280,7,1,Sunny
296271,2017,4,2.32,24,8.035,31.324,8.325,0.715,0.02,0.035,0.099,0.047,0.181,2.802,2.091,0.746,0.031,0.449,0.025,18.195,0.196,18,0.358,1.162,0.904,0.618,1.162,8.904,1.084,9.655,21.25,1.5,1.5,260,7,2,Sunny
296629,2017,4,1.63,17,8.01,31.26,8.655,0.916,0.016,0.071,0.216,0.079,0.366,3.051,2.72,0.892,0.024,0.48,0.043,11.087,0.294,16.25,0.458,1.018,2.662,0.476,2.662,22.888,0.801,18.344,21.4,1.6,2.5,216,7,1,Sunny
296631,2017,4,1.2,16,8.035,31.189,8.62,0.981,0.018,0.067,0.202,0.085,0.354,3.001,2.375,0.791,0.03,0.483,0.029,16.829,0.325,18.75,0.491,1.085,2.535,0.598,2.535,19.639,0.919,18.056,21.05,1.5,2.9,209,7,1,Sunny
296633,2017,4,1.685,15,8.05,31.208,8.325,0.926,0.014,0.063,0.201,0.085,0.349,3.183,2.358,0.741,0.016,0.743,0.031,24.281,0.282,24.25,0.463,0.923,2.494,0.328,2.494,25.227,0.807,20.361,21.2,1.8,1.6,286,7,1,Sunny
296641,2017,4,2.57,22,8.035,31.389,8.365,0.852,0.022,0.061,0.182,0.07,0.313,2.971,2.604,0.876,0.016,0.533,0.035,15.405,0.318,16.75,0.426,1.217,2.132,0.316,2.132,14.267,1.014,14.465,21.2,1.8,1.8,235,7,1,Sunny
296651,2017,4,1.53,14,8.055,31.353,8.275,0.91,0.018,0.072,0.207,0.099,0.378,2.877,2.088,0.726,0.027,0.618,0.042,14.702,0.367,18.25,0.455,1.088,2.781,0.534,2.781,20.89,0.969,20.249,21.25,2,1.5,280,7,1,Sunny
296677,2017,4,2.97,30.5,8.037,31.262,8.363,0.934,0.016,0.072,0.216,0.081,0.369,3.006,2.673,0.889,0.032,0.486,0.037,13.144,0.297,18.333,0.467,1.033,2.692,0.63,2.692,22.469,0.805,18.093,21.03,2,1.5,260,7,1,Sunny
296693,2017,4,1.585,11,8.025,31.203,8.44,0.918,0.015,0.072,0.21,0.089,0.371,2.925,2.368,0.809,0.02,0.473,0.041,11.679,0.295,18,0.459,0.977,2.705,0.404,2.705,25.29,0.795,20.102,21.3,2,1.5,280,7,1,Sunny
296745,2017,4,1.525,23,8.07,31.185,8.57,0.862,0.017,0.067,0.177,0.073,0.318,2.63,2.41,0.916,0.026,0.44,0.027,16.029,0.221,14.25,0.431,1.04,2.178,0.526,2.178,19.084,0.694,13.243,21.5,1.5,1.5,285,7,1,Sunny
296753,2017,4,1.64,9.5,8.22,31.493,8.42,0.934,0.016,0.078,0.23,0.096,0.404,2.945,2.406,0.817,0.013,0.461,0.046,10.088,0.38,16.5,0.467,1.022,3.037,0.252,3.037,25.075,0.941,23.602,22,1.5,2.6,218,7,1,Sunny
296757,2017,4,1.47,21,8.235,31.418,8.26,0.956,0.012,0.077,0.23,0.093,0.401,2.979,2.465,0.827,0.014,0.409,0.04,10.174,0.347,24.25,0.478,0.8,3.005,0.276,3.005,33.375,0.865,28.875,20.95,1.5,2.9,209,7,1,Sunny
296775,2017,4,1.495,40,8.145,31.566,8.133,0.869,0.023,0.055,0.169,0.076,0.3,3.072,2.236,0.728,0.028,0.478,0.039,12.393,0.322,14.5,0.435,1.252,2.001,0.558,2.001,13.046,1.073,14,21.6,2,2.5,205,7,1,Sunny
296807,2017,4,2.87,9.6,8.15,30.86,8.02,0.912,0.012,0.051,0.149,0.061,0.261,2.91,2.459,0.845,0.026,0.457,0.031,14.79,0.243,7.5,0.456,0.793,1.608,0.512,1.608,21.916,0.932,20.42,20.6,2,4.6,196,7,2,Sunny
296813,2017,4,1.515,15,8.09,31.345,8.24,0.888,0.01,0.02,0.101,0.082,0.203,4.993,1.232,0.247,0.012,0.292,0.026,11.103,0.146,19.75,0.444,0.646,1.029,0.232,1.029,20.95,0.717,15.023,20.45,2.5,4.8,196,7,2,Sunny
296817,2017,4,1.707,27,8.037,31.401,8.55,0.817,0.017,0.062,0.15,0.069,0.281,2.425,2.181,0.899,0.017,0.442,0.037,11.966,0.311,35.167,0.408,1.054,1.813,0.346,1.813,16.48,1.106,18.223,21.3,1.5,2.2,230,7,2,Sunny
296825,2017,4,2.54,24,8.025,31.457,8.55,0.733,0.021,0.054,0.137,0.059,0.25,2.542,2.32,0.913,0.027,0.494,0.035,14.094,0.156,30.75,0.366,1.183,1.5,0.546,1.5,11.931,0.622,7.422,20.95,1.5,1.8,235,7,2,Sunny
296829,2017,4,1.635,11,8.115,31.377,8.71,0.884,0.014,0.05,0.141,0.099,0.29,2.813,1.413,0.502,0.029,0.491,0.029,17.049,0.272,14.25,0.442,0.913,1.899,0.584,1.899,21.161,0.938,19.854,20.3,2.5,5,195,7,2,Sunny
296831,2017,4,1.69,10.8,8.065,30.191,8.825,0.86,0.011,0.019,0.07,0.046,0.135,3.578,1.502,0.42,0.017,0.347,0.02,17.795,0.133,8.75,0.43,0.706,0.677,0.33,0.706,12.786,0.979,12.512,20.25,2.5,5,195,7,2,Sunny
296869,2017,4,1.695,12,8.035,31.739,8.535,0.896,0.011,0.019,0.088,0.044,0.152,4.544,1.985,0.437,0.023,0.348,0.021,16.852,0.123,11.5,0.448,0.735,0.76,0.466,0.76,13.776,0.809,11.151,20.4,2,4.8,196,7,2,Sunny
296873,2017,4,1.41,20,8.06,31.334,8.465,0.864,0.008,0.02,0.085,0.071,0.176,4.27,1.187,0.278,0.013,0.237,0.039,6.116,0.145,18.75,0.432,0.546,0.878,0.252,0.878,21.454,0.823,17.654,20.45,2.5,4.8,196,7,2,Sunny
296881,2017,4,1.58,24,8.015,31.334,8.095,0.759,0.025,0.062,0.183,0.055,0.3,2.949,3.333,1.13,0.02,0.525,0.036,14.483,0.247,23,0.379,1.307,2,0.408,2,12.168,0.823,10.02,21.25,1.5,1.9,235,7,2,Sunny
296933,2017,4,1.755,21,8.11,31.379,8.145,0.852,0.008,0.016,0.064,0.051,0.13,4.097,1.248,0.305,0.011,0.359,0.015,23.388,0.14,12,0.426,0.537,0.65,0.224,0.65,16.127,1.074,17.318,20.3,2.5,4.8,196,7,2,Sunny
296967,2017,4,1.465,21,8.065,31.509,8.4,0.904,0.013,0.014,0.059,0.045,0.118,4.322,1.315,0.304,0.022,0.424,0.023,18.534,0.187,10.75,0.452,0.867,0.588,0.436,0.867,9.038,1.591,14.385,20.45,2,4.8,195,7,2,Sunny
296999,2017,4,1.553,26,8.123,31.363,8.31,0.904,0.018,0.003,0.058,0.05,0.111,18.985,1.153,0.061,0.016,0.332,0.023,14.676,0.167,9,0.452,1.078,0.556,0.316,1.078,6.252,1.504,9.401,20.37,2.5,4.7,195,7,2,Sunny
297011,2017,4,1.61,23,8.11,31.625,7.975,0.896,0.013,0.005,0.082,0.043,0.13,17.396,1.903,0.109,0.009,0.322,0.027,11.798,0.206,14.75,0.448,0.853,0.648,0.186,0.853,10.121,1.59,16.094,20.45,2.5,4.8,195,7,2,Sunny
297069,2017,4,2.2,23.5,8.165,31.346,8.13,0.904,0.013,0.01,0.108,0.044,0.162,11.268,2.43,0.216,0.028,0.537,0.034,15.826,0.178,21,0.452,0.867,0.81,0.554,0.867,12.464,1.099,13.692,21.2,2,2.6,188,7,1,Sunny
297119,2017,4,2.445,24.8,8.13,31.604,8.165,0.94,0.009,0.006,0.08,0.074,0.16,13.13,1.072,0.082,0.017,0.195,0.033,5.891,0.245,18.75,0.47,0.622,0.799,0.336,0.799,17.108,1.534,26.245,21.1,2.2,4.9,215,7,1,Sunny
297169,2017,4,2.405,22.5,8.12,31.259,7.705,0.984,0.005,0.006,0.09,0.089,0.185,15.164,1.01,0.067,0.021,0.216,0.029,7.47,0.156,18.75,0.492,0.303,0.925,0.41,0.925,40.768,0.84,34.251,21,2,5.6,244,7,1,Sunny
298639,2017,4,2.585,24,8.11,31.231,7.69,0.988,0.013,0.007,0.085,0.061,0.152,12.336,1.384,0.112,0.012,0.222,0.03,7.508,0.172,21,0.494,0.867,0.762,0.24,0.867,11.723,1.125,13.192,21.25,2.1,4.4,227,7,1,Sunny
298649,2017,4,2.49,22,8.13,31.438,8.1,0.908,0.009,0.005,0.087,0.044,0.135,17.762,1.97,0.111,0.027,0.193,0.029,6.719,0.163,21.5,0.454,0.603,0.676,0.546,0.676,14.955,1.201,17.966,21,1.9,5.1,254,7,1,Sunny
298695,2017,4,2.59,24.1,8.09,30.883,8.225,0.928,0.01,0.005,0.095,0.031,0.13,20.971,3.089,0.147,0.011,0.158,0.029,5.412,0.166,15.5,0.464,0.693,0.651,0.21,0.693,12.533,1.27,15.921,20.75,1.8,4.2,265,7,1,Sunny
298767,2017,4,2.223,32,8.153,31.365,8.157,0.875,0.012,0.005,0.097,0.062,0.163,20.538,1.56,0.076,0.014,0.181,0.028,6.507,0.176,16.333,0.437,0.788,0.817,0.276,0.817,13.811,1.078,14.882,21.17,1.6,3.5,272,7,1,Sunny
309437,2017,4,2.04,15,8.125,31.24,8.35,0.908,0.021,0.004,0.095,0.051,0.15,23.96,1.872,0.078,0.01,0.189,0.035,5.408,0.169,9.5,0.454,1.198,0.749,0.192,1.198,6.996,1.125,7.874,21.25,1.3,1.2,304,7,1,Sunny
309443,2017,4,2.41,30.8,8.13,31.176,8.257,0.852,0.01,0.003,0.089,0.036,0.128,28.435,2.477,0.087,0.009,0.183,0.026,6.932,0.161,12.833,0.426,0.679,0.64,0.18,0.679,12.568,1.26,15.833,21.13,1.4,1.8,279,7,1,Sunny
309501,2017,4,2.095,22.5,8.115,30.967,8.085,0.884,0.011,0.005,0.088,0.056,0.149,19.512,1.571,0.081,0.021,0.178,0.024,7.26,0.185,19.75,0.442,0.728,0.743,0.41,0.743,13.6,1.246,16.941,20.95,1.2,2.9,274,7,1,Sunny
309509,2017,4,0,1.4,8.25,33.116,8.02,1.46,0.013,0.008,0.136,0.075,0.219,16.425,1.811,0.11,0.019,0.24,0.021,11.268,0.291,5.22,0.73,0.873,1.194,0.386,1.194,,1.326,,20.6,1.3,2.7,224,10,1,Cloudy
309549,2017,4,0,8.7,8.11,33.125,8.03,1.25,0.005,0.005,0.008,0.082,0.095,1.65,0.099,0.06,0.037,0.353,0.022,15.973,0.391,8.44,0.625,0.323,0.474,0.746,0.746,,4.124,,20.3,1.3,2.2,226,10,1,Cloudy
309587,2017,4,0,9.2,8.18,33.117,7.62,0.988,0.003,0.035,0.065,0.197,0.297,1.841,0.329,0.179,0.04,0.356,0.016,22.112,0.339,11.9,0.494,0.226,1.97,0.794,1.97,87.611,1.141,100,20.2,1.5,2.5,237,9,1,Cloudy
309609,2017,4,0.408,13.8,8.18,33.209,7.86,1.645,0.009,0.009,0.048,0.058,0.115,5.185,0.817,0.158,0.02,0.308,0.02,15.285,0.382,12.1,0.823,0.598,0.576,0.392,0.823,12.829,3.313,42.507,20.35,1.2,2.8,218,10,1,Cloudy
309613,2017,4,0,8.2,8.07,33.134,7.92,1.3,0.003,0.011,0.096,0.128,0.235,8.798,0.749,0.085,0.033,0.258,0.016,16.645,0.356,9.56,0.65,0.226,1.348,0.654,1.348,69.263,1.516,105.015,20.4,1.1,3,242,10,1,Cloudy
309621,2017,4,2.59,24.8,8.145,31.408,8.245,0.876,0.008,0.005,0.095,0.223,0.323,20.277,0.425,0.021,0.013,0.36,0.027,13.187,0.148,19.25,0.438,0.546,2.23,0.264,2.23,39.467,0.457,18.021,21.1,1.5,3,281,7,1,Sunny
309669,2017,4,0.794,23.2,8.2,33.264,8.515,1.41,0.003,0.011,0.062,0.071,0.145,5.456,0.872,0.16,0.019,0.307,0.011,28.275,0.276,11.7,0.705,0.21,0.725,0.386,0.725,46,1.901,87.46,20.45,1.6,3.8,229,9,2,Cloudy
310141,2017,4,0,8.8,8.22,33.116,8.08,0.922,0.009,0.009,0.087,0.052,0.148,9.467,1.691,0.179,0.011,0.183,0.024,7.722,0.52,7.44,0.461,0.613,0.739,0.218,0.739,16.065,3.518,56.522,20.4,1.9,3.1,141,8,1,Cloudy
310157,2017,4,0.273,6.8,8.11,33.124,8.15,1.48,0.01,0.009,0.182,0.069,0.26,19.362,2.653,0.137,0.017,0.397,0.025,16.008,0.297,11.3,0.74,0.646,1.6,0.342,1.6,26.832,1.142,30.65,21.1,1.4,2.6,128,10,1,Cloudy
310159,2017,4,0.305,9.5,8.11,33.204,8.33,1.23,0.002,0.007,0.126,0.011,0.145,17.12,11.15,0.651,0.015,0.323,0.03,10.66,0.334,9.11,0.615,0.11,0.723,0.304,0.723,87.673,2.309,202.424,20.7,1.5,2.9,155,9,1,Cloudy
310165,2017,4,0,9.4,8.13,33.025,7.82,1.37,0.012,0.011,0.109,0.105,0.225,10.283,1.038,0.101,0.021,0.385,0.024,16.245,0.347,10.4,0.685,0.807,1.246,0.414,1.246,,1.545,,19.7,1.5,2.3,252,9,1,Cloudy
310175,2017,4,0.477,8.1,8.08,33.047,8.02,1.53,0.017,0.012,0.206,0.052,0.27,17.167,3.962,0.231,0.011,0.318,0.033,9.785,0.357,10.9,0.765,1.065,1.7,0.226,1.7,15.517,1.322,20.517,21,1.7,3,113,9,1,Cloudy
310189,2017,4,0.703,7.4,8.14,33.112,7.51,2.15,0.005,0.019,0.071,0.195,0.285,3.766,0.363,0.096,0.012,0.305,0.014,21.181,0.32,8.78,1.15,0.355,1.846,0.23,1.846,53.396,1.124,60.038,20.2,1.4,3.4,65,9,1,Cloudy
310199,2017,4,0.27,18.8,8.165,33.118,8.03,1.007,0.004,0.01,0.138,0.022,0.169,13.533,6.395,0.473,0.02,0.32,0.016,19.541,0.496,9.85,0.504,0.275,0.846,0.404,0.846,41.058,2.932,120.388,20.65,1.6,2.8,128,9,1,Cloudy
